horse_id,sire,dam_sire
2022100872,シニスターミニスター,タイキシャトル
2022101733,ホッコータルマエ,ブライアンズタイムBrian'
2022103396,ルヴァンスレーヴ,スパイキュール
2022103028,イスラボニータ,ワイルドラッシュ
2022106420,ホッコータルマエ,クロフネ
2022100224,オルフェーヴル,フォーティナイナーズサン
2022105326,サートゥルナーリア,ハーツクライ
2021105127,ブリックスアンドモルタル,ヴィクトワールピサ
2021101580,グレーターロンドン,ヨハネスブルグ
2020101772,シルバーステート,Shamardal
2022105143,モーリス,ルーラーシップ
2021105252,キズナ,Reckless Abandon
2019104732,ディープインパクト,Ghostzapper
2020102140,ディスクリートキャット,アドマイヤマックス
2021105647,レイデオロ,ネオユニヴァース
2019105293,ロードカナロア,Royal Applause
2021110031,Farhh,Kingmambo
2021107179,ダイワメジャー,Tizway
2019104556,ルーラーシップ,ゼンノロブロイ
2021105423,モーリス,ディープインパクト
2019101408,ハービンジャー,アグネスタキオン
2021101384,グレーターロンドン,ブライアンズタイムBrian'
2022110114,Complexity,Pulpit
2022104697,マクフィ,ディープインパクト
2020104702,ミッキーロケット,アグネスデジタル
2020101967,ヤマカツエース,ブライアンズタイムBrian'
2020107001,グレーターロンドン,ルーラーシップ
2021105548,エピファネイア,ダイワメジャー
2020100792,ハクサンムーン,サマーバード
2018110043,Havana Gold,Mr. Greeley
2020103462,ドゥラメンテ,Sightseeing
2021103706,レッドファルクス,ゴールドアリュール
2019102186,クリエイター,ネオユニヴァース
2020103316,ルーラーシップ,ダイワメジャー
2022104732,ロードカナロア,サクラバクシンオー
2020107095,イスラボニータ,ナカヤマフェスタ
2021100086,ダノンレジェンド,バブルガムフェロー
2020105350,ロージズインメイ,タマモクロス
2022102167,ディーマジェスティ,Devil's Bag
2022105859,ブリックスアンドモルタル,ディープブリランテ
2022105495,マインドユアビスケッツ,ステイゴールド
2021102676,ドレフォン,ストリートセンス
2021101256,レイデオロ,ロサード
2020102944,リアルスティール,ワークフォース
2022106737,シルバーステート,Motivator
2022105342,サートゥルナーリア,ゼンノロブロイ
2022100163,ダノンバラード,パイロ
2022105749,ディーマジェスティ,サウスヴィグラス
2022103507,ダノンバラード,オペラハウス
2022103932,レイデオロ,クロフネ
2022107275,ノーブルミッション,マンハッタンカフェ
2022106990,ルヴァンスレーヴ,ハービンジャー
2022101006,マジェスティックウォリアー,ゴールドアリュール
2021105956,グレーターロンドン,ウォーエンブレム
2022105279,イスラボニータ,Lemon Drop Kid
2021105484,モーリス,ディープインパクト
2021100454,ダノンバラード,Galileo
2022106796,ジョーカプチーノ,ダンスインザダーク
2020102956,マインドユアビスケッツ,ゼンノロブロイ
2018104268,ゴールドシップ,A.P. Indy
2022105877,ノーブルミッション,クロフネ
2019106364,ヘニーヒューズ,Kingmambo
2022100390,マクフィ,サウスヴィグラス
2022104999,ルヴァンスレーヴ,ハーツクライ
2022100519,サトノアラジン,メイショウボーラー
2022104074,エイシンフラッシュ,サクラプレジデント
2022105377,ハービンジャー,ディープインパクト
2022101256,リアルインパクト,Planteur
2022102801,ナダル,スペシャルウィーク
2022102789,ダノンレジェンド,キズナ
2023109091,ビッグアーサー,Seeking the Gold
2023102165,ミスチヴィアスアレックス,キングズベストKing'
2023106964,エピファネイア,ゼンノロブロイ
2023107377,キズナ,マクフィ
2023103447,サトノダイヤモンド,Iffraaj
2023105396,アドマイヤマーズ,ノヴェリスト
2023104417,キズナ,Dansili
2023103747,デクラレーションオブウォー,クロフネ
2023107183,キタサンブラック,Freud
2023103728,キタサンブラック,Invincible Spirit
2023105392,アドマイヤマーズ,Zensational
2023103831,デクラレーションオブウォー,ダイワメジャー
2023104128,ヘンリーバローズ,スターリングローズ
2023107109,ルーラーシップ,ネオユニヴァース
2022103326,カリフォルニアクローム,ネオユニヴァース
2022101864,リアルインパクト,Temple City
2022101640,ディスクリートキャット,Street Cry
2022105416,モーリス,ハーツクライ
2022105463,マインドユアビスケッツ,グラスワンダー
2022107197,ダノンレジェンド,ジャングルポケット
2022106270,アジアエクスプレス,マンハッタンカフェ
2021110030,Iffraaj,Dubawi
2022104814,フィエールマン,Lope de Vega
2021105871,リアルインパクト,シンボリクリスエス
2022104912,ドレフォン,キングカメハメハ
2022104666,シルバーステート,Sevres Rose
2021103303,エピファネイア,ディープインパクト
2022103638,ノーブルミッション,マンハッタンカフェ
2021101211,ヴィクトワールピサ,シンボリクリスエス
2022101134,エピファネイア,ディープブリランテ
2021104510,サトノダイヤモンド,Birdstone
2019102143,ホッコータルマエ,ゴールドアリュール
2021105156,パイロ,スウェプトオーヴァーボード
2018101243,サウスヴィグラス,ダイワメジャー
2020102161,エスポワールシチー,ヘクタープロテクター
2020105627,ラニ,ジャングルポケット
2020102594,マジェスティックウォリアー,シンボリクリスエス
2021105569,リアルインパクト,Vindication
2021104104,ホッコータルマエ,シンボリクリスエス
2019110088,Arrogate,Wild Again
2020104567,シビルウォー,アドマイヤベガ
2019104953,ドゥラメンテ,Giant's Causeway
2021105885,ブリックスアンドモルタル,スペシャルウィーク
2019105322,ハーツクライ,Essence of Dubai
2020105147,シニスターミニスター,ブラックタイド
2021103000,スワーヴリチャード,Redattore
2019106330,ホッコータルマエ,シンボリクリスエス
2018101630,ドゥラメンテ,Fusaichi Pegasus
2022105564,ジャスタウェイ,Oasis Dream
2021101660,ディスクリートキャット,パイロ
2022100582,エスポワールシチー,タートルボウル
2022105364,ダノンレジェンド,フジキセキ
2022105548,キズナ,Wilburn
2021105125,ルーラーシップ,ハーツクライ
2022102508,ダノンレジェンド,シャンハイボビー
2021110151,Omaha Beach,Touch Gold
2022105123,フィエールマン,ストロングリターン
2022104702,レイデオロ,ディープインパクト
2022105205,サートゥルナーリア,フジキセキ
2022105278,ロゴタイプ,ヴィクトワールピサ
2022101690,エピファネイア,アドマイヤムーン
2022103987,エピファネイア,アグネスタキオン
2022107068,ローレルゲレイロ,ハーツクライ
2022105019,サトノアラジン,Medaglia d'Oro
2022110046,Almanzor,Nathaniel
2022105139,レイデオロ,ゼンノロブロイ
2022104954,キズナ,ボストンハーバー
2018105213,モーリス,シンボリクリスエス
2021102221,マジェスティックウォリアー,ゴールドアリュール
2021103506,エピファネイア,コロナドズクエストCoronado'
2021104768,ジャスタウェイ,Flatter
2021102960,ニューイヤーズデイ,スペシャルウィーク
2019105967,ディスクリートキャット,サウスヴィグラス
2019100657,キズナ,Street Cry
2023101527,ホッコータルマエ,ディープブリランテ
2023107158,クリソベリル,Bernardini
2023110086,Good Magic,Kitten's Joy
2023102909,ゴールドドリーム,ワイルドラッシュ
2023101131,ディスクリートキャット,パイロ
2023103521,ハービンジャー,ディープインパクト
2023104572,アポロケンタッキー,エンパイアメーカー
2023103632,ルヴァンスレーヴ,デュランダル
2023105662,マテラスカイ,ネオユニヴァース
2023104052,シャンハイボビー,ブラックタイド
2023103845,ニューイヤーズデイ,ハービンジャー
2023105542,ベストウォーリア,フリオーソ
2023101068,ベストウォーリア,ディープブリランテ
2023104346,レイデオロ,ブラックタイド
2023104257,ダイシンバルカン,ルーラーシップ
2023105948,マクマホン,ディープインパクト
2023106864,モーリス,ロードカナロア
2023107278,コントレイル,Galileo
2023101151,ファインニードル,Elusive Quality
2023103800,リアルインパクト,Orpen
2023103694,サングレーザー,Scat Daddy
2023106854,ルーラーシップ,マンハッタンカフェ
2023102152,レッドベルジュール,デュランダル
2023106832,モーリス,ゼンノロブロイ
2023100360,セイウンコウセイ,コロナドズクエストCoronado'
2023106371,ダノンプレミアム,ゴールドシップ
2022100539,シニスターミニスター,ディープインパクト
2022104259,ビーチパトロール,ルーラーシップ
2022109100,カリフォルニアクローム,ダイワメジャー
2022101031,ビッグアーサー,アグネスタキオン
2022105717,ミスターメロディ,ダノンシャンティ
2022103029,ロジャーバローズ,ワイルドラッシュ
2022104571,ヘニーヒューズ,ダイワメジャー
2022103158,ラブリーデイ,Tiznow
2021103790,ゴールドシップ,ディープインパクト
2021101603,ルーラーシップ,フジキセキ
2021107058,アジアエクスプレス,ディープインパクト
2020102764,リアルインパクト,Frankel
2019100510,カレンブラックヒル,Woodman
2022105390,ドゥラメンテ,Distorted Humor
2022104782,フィエールマン,キングカメハメハ
2022105258,ハービンジャー,クロフネ
2022104147,マクフィ,ヴァーミリアン
2022101671,ディスクリートキャット,A.P. Indy
2022105867,ニューイヤーズデイ,Privately Held
2022104440,デクラレーションオブウォー,スペシャルウィーク
2021102756,サトノクラウン,マンハッタンカフェ
2022103857,デクラレーションオブウォー,トワイニング
2022104730,サトノダイヤモンド,Sunday Break
2022105847,リオンディーズ,ディープインパクト
2022107258,サンダースノー,ショウナンカンプ
2023100936,Into Mischief,Drosselmeyer
2023100657,パドトロワ,アサクサデンエン
2023102935,アジアエクスプレス,クロフネ
2023105818,キズナ,オルフェーヴル
2023102896,ゴールドドリーム,キングカメハメハ
2023100354,セイウンコウセイ,ドリームジャーニー
2023106434,フィレンツェファイア,ネオユニヴァース
2023103934,ファインニードル,ハーツクライ
2023101185,タワーオブロンドン,アドマイヤムーン
2023100517,キンシャサノキセキ,フレンチデピュティ
2023109051,キセキ,アドマイヤコジーン
2023101471,エポカドーロ,マイネルセレクト
2023100277,サートゥルナーリア,Dubawi
2022107074,ロジユニヴァース,ハービンジャー
2022101423,アルアイン,Storm Cat
2022105009,ヘニーヒューズ,ルーラーシップ
2022103544,ミッキーグローリー,ルーラーシップ
2022106396,ベストウォーリア,トーセンダンス
2022105049,ドゥラメンテ,Equal Stripes
2022105243,ハービンジャー,ディープインパクト
2022102365,ダンカーク,ゼンノロブロイ
2022106926,モーニン,スマートファルコン
2021103918,マルターズアポジー,ブライアンズタイムBrian'
2019105745,ロージズインメイ,ブラックタイド
2022103584,ミッキーグローリー,アイルハヴアナザーI'
2021106326,カレンブラックヒル,エンパイアメーカー
2020103240,ドゥラメンテ,Frankel
2021101068,ニューイヤーズデイ,ハービンジャー
2022104864,エピファネイア,ディープインパクト
2021103744,ブリックスアンドモルタル,スズカマンボ
2020103696,エピファネイア,ダイワメジャー
2022105318,ブリックスアンドモルタル,Le Havre
2021103486,ブリックスアンドモルタル,ブラックタイド
2021102351,シュヴァルグラン,スウェプトオーヴァーボード
2020103674,ロードカナロア,ファルブラヴ
2017105194,ディープインパクト,キングカメハメハ
2019104850,スピルバーグ,スウェプトオーヴァーボード
2018101348,トーセンジョーダン,サンデーサイレンス
2019100628,ディープインパクト,Kitten's Joy
2018103535,ディープインパクト,Shamardal
2020101813,ファインニードル,アルカセット
2019101782,モーリス,ファルブラヴ
2023106900,インディチャンプ,Azamour
2022105787,ルーラーシップ,ホワイトマズル
2022106172,ベストウォーリア,ジャスタウェイ
2022105685,ナダル,ディープインパクト
2020103046,ルーラーシップ,サンデーサイレンス
2021106419,ビッグアーサー,マーベラスサンデー
2021100886,リアルインパクト,キングカメハメハ
2022110137,Frosted,エスケンデレヤ
2021105429,ニューイヤーズデイ,ネオユニヴァース
2021105973,ドレフォン,ゴールドアリュール
2021105706,サトノアラジン,Tiz Wonderful
2021106983,ロードカナロア,Frankel
2021106923,サンダースノー,オルフェーヴル
2019102736,ビッグアーサー,マンハッタンカフェ
2020106687,イスラボニータ,クロフネ
2022105560,スワーヴリチャード,American Post
2022104876,スワーヴリチャード,フレンチデピュティ
2022104763,ラブリーデイ,クロフネ
2022106108,アメリカンペイトリオット,ヴィクトワールピサ
2022103309,グレーターロンドン,ストーミングホーム
2022109091,フィエールマン,ロードカナロア
2022107049,カレンブラックヒル,シンボリクリスエス
2022104495,エピファネイア,ハーツクライ
2022104867,スワーヴリチャード,Souvenir Copy
2022105499,ストロングリターン,サンデーサイレンス
2022105272,アルアイン,ローエングリン
2022105044,キズナ,Holy Roman Emperor
2022102542,スワーヴリチャード,The Leopard
2022102714,ホークビル,エスケンデレヤ
2022100657,ロードカナロア,Tapit
2022102298,リオンディーズ,ハーツクライ
2023106325,インディチャンプ,グラスワンダー
2023102486,ベンバトル,マンハッタンカフェ
2023107060,アドマイヤマーズ,クロフネ
2023100149,ミッキーアイル,Curlin
2023107288,サトノダイヤモンド,Not for Sale
2023105825,ロードカナロア,Sligo Bay
2023101120,ロードカナロア,Raven's Pass
2023107360,アドマイヤマーズ,ルーラーシップ
2023103483,サートゥルナーリア,ディープブリランテ
2023106896,キズナ,Dansili
2023103527,ブリックスアンドモルタル,ハービンジャー
2023105433,ダノンプレミアム,Dream Ahead
2023100348,ミスチヴィアスアレックス,ハーツクライ
2023100970,アルアイン,キングカメハメハ
2023106428,ルヴァンスレーヴ,ゴールドアリュール
2023110091,Goldencents,Intidab
2023104798,ベストウォーリア,ゴールドヘイロー
2023102699,ゴールドドリーム,ディープブリランテ
2023104852,パイロ,キンシャサノキセキ
2023106586,ダノンバラード,ゴールドアリュール
2023100198,サトノアラジン,ロックオブジブラルタル
2023104992,フォーウィールドライブ,オルフェーヴル
2023104074,アジアエクスプレス,ロードカナロア
2023102970,フォーウィールドライブ,エイシンフラッシュ
2023106270,ファインニードル,ダイワメジャー
2023101448,ミスターメロディ,カジノドライヴ
2023100770,レッドファルクス,フリオーソ
2023102653,ベストウォーリア,マツリダゴッホ
2022105541,American Pharoah,Midnight Lute
2022104181,ゴールドシップ,ストリートセンス
2022106995,サンダースノー,シンボリクリスエス
2022102137,パイロ,ゴールドアリュール
2022106096,タリスマニック,シンボリクリスエス
2022106348,サトノクラウン,ヨハネスブルグ
2022106986,マジェスティックウォリアー,ゼンノロブロイ
2022105117,サトノアラジン,Mr. Greeley
2022105082,モーリス,ダイワメジャー
2022104626,イスラボニータ,ドゥラメンテ
2022102016,サングレーザー,オンファイア
2022106846,シルバーステート,スクリーンヒーロー
2022102671,ロードカナロア,オレハマッテルゼ
2022104662,サトノダイヤモンド,ルーラーシップ
2022106853,ミスターメロディ,メイショウサムソン
2020103132,ドゥラメンテ,Orpen
2020105203,スクリーンヒーロー,マイネルラヴ
2021104854,レイデオロ,Unusual Heat
2021106369,グレーターロンドン,Henrythenavigator
2020105494,エイシンヒカリ,ストリートセンス
2021101387,サトノダイヤモンド,Galileo
2022106942,アジアエクスプレス,アグネスタキオン
2022103941,ホッコータルマエ,ストロングリターン
2022103614,ナダル,ステイゴールド
2022106925,Justify,Afleet Alex
2022102039,ヘニーヒューズ,キングヘイロー
2022104888,ゴールドドリーム,Spanish Steps
2022104832,リアルスティール,キングカメハメハ
2022100255,アドマイヤマーズ,ホワイトマズル
2022104643,ニューイヤーズデイ,ステイゴールド
2022100653,ミッキーアイル,ロードカナロア
2022104928,ルヴァンスレーヴ,ワイルドラッシュ
2022105775,ルヴァンスレーヴ,フジキセキ
2022110140,Into Mischief,Candy Ride
2022110108,Twirling Candy,Bernstein
2020101378,ヴィクトワールピサ,スタチューオブリバティ
2021102709,ダノンレジェンド,フジキセキ
2022102937,フォーウィールドライブ,ヘクタープロテクター
2022101544,ドレフォン,サムライハート
2022101904,ビッグアーサー,チチカステナンゴ
2022100419,ノーブルミッション,カリズマティック
2022102019,オーヴァルエース,ダンスインザダーク
2022101042,アメリカンペイトリオット,キンシャサノキセキ
2022104200,ラブリーデイ,サウスヴィグラス
2022106427,アポロケンタッキー,メイショウボーラー
2021104618,タリスマニック,スパイキュール
2022105035,ドレフォン,モーリス
2022105197,ルヴァンスレーヴ,クロフネ
2022102058,オルフェーヴル,ファルブラヴ
2021105904,ドレフォン,キングカメハメハ
2022109052,ダノンレジェンド,ハービンジャー
2022103986,デクラレーションオブウォー,アグネスタキオン
2022104177,リオンディーズ,A.P. Indy
2021103525,ミッキーグローリー,タイキシャトル
2021100597,シュヴァルグラン,チチカステナンゴ
2022105984,アドマイヤマーズ,メジロベイリー
2022105118,キタサンブラック,Danehill Dancer
2021106561,リオンディーズ,シンボリクリスエス
2022104898,ブリックスアンドモルタル,キングカメハメハ
2022105257,エピファネイア,Alphabet Soup
2020103727,エピファネイア,ダイワメジャー
2022100678,モズアスコット,マツリダゴッホ
2021110001,Kingman,Bated Breath
2020110082,Air Force Blue,Medaglia d'Oro
2023105308,ミッキーアイル,Congrats
2023100953,モーリス,Pioneerof the Nile
2023107055,エピファネイア,Cross Traffic
2023103506,ジャスタウェイ,Alhaarth
2022104675,モーリス,アグネスタキオン
2022107235,サトノクラウン,キングカメハメハ
2022106966,モーニン,マーベラスサンデー
2023106859,キズナ,Sebring
2023100307,ルヴァンスレーヴ,アドマイヤムーン
2023105450,シルバーステート,ダイワメジャー
2023106658,ミッキーアイル,シンボリクリスエス
2023103489,ビーチパトロール,ルーラーシップ
2023106486,ポエティックフレア,ステイゴールド
2023104787,キタサンブラック,Cosmic
2023100795,クラウンレガーロ,スニッツェル
2023106477,ベンバトル,マンハッタンカフェ
2023107262,Tapit,Midnight Lute
2023100974,ダノンスマッシュ,ハーツクライ
2023107279,アルアイン,Dubawi
2023105362,No Nay Never,War Front
2023104425,アルアイン,バゴ
2023103584,エピファネイア,Bellamy Road
2023104033,ディスクリートキャット,マンハッタンカフェ
2023103569,エイシンフラッシュ,American Pharoah
2023101689,タリスマニック,マーベラスサンデー
2023104150,モズアスコット,ファスリエフ
2023106174,アメリカンペイトリオット,Tapit
2023104309,シャンハイボビー,キングヘイロー
2023101271,シスキン,リーチザクラウン
2023104261,アルアイン,キングカメハメハ
2023103692,クリソベリル,ディープインパクト
2022101192,サートゥルナーリア,Offlee Wild
2022104818,サートゥルナーリア,Medicean
2021105035,トーセンラー,Pleasantly Perfect
2022105047,スワーヴリチャード,Kingmambo
2022104622,エピファネイア,ハーツクライ
2021105486,リアルスティール,Alamosa
2021106554,マジェスティックウォリアー,エンパイアメーカー
2020104346,バゴ,Milt's Overture
2021102953,ドレフォン,ヨハネスブルグ
2021104745,シュヴァルグラン,キングカメハメハ
2018104775,ディープブリランテ,ファルブラヴ
2019104169,アジアエクスプレス,ハーツクライ
2019107016,ドレフォン,サンデーサイレンス
2020107082,Speightstown,Kitten's Joy
2021103912,トランセンド,ロックオブジブラルタル
2022105979,アジアエクスプレス,メジロライアン
2022105776,リーチザクラウン,Kitten's Joy
2021104786,スワーヴリチャード,シンボリクリスエス
2020103007,リアルスティール,グラスワンダー
2022103059,ヘニーヒューズ,ディープインパクト
2019101661,ディープブリランテ,キングカメハメハ
2017103267,アイルハヴアナザーI',ゴールドアリュール
2020101134,ルーラーシップ,ゴールドアリュール
2019104899,キズナ,Dr Fong
2019103152,キズナ,ボストンハーバー
2019100794,スクリーンヒーロー,ロージズインメイ
2020103875,エイシンフラッシュ,マツリダゴッホ
2017100360,ハーツクライ,Giant's Causeway
2016102442,ダイワメジャー,ダンシングブレーヴ
2015110032,Stormy Atlantic,Dixieland Band
2022110018,Vino Rosso,Touch Gold
2022101637,アメリカンペイトリオット,ストーミングホーム
2022107023,サートゥルナーリア,ディープインパクト
2022104695,ハービンジャー,ゼンノロブロイ
2020104291,シャンハイボビー,ブライアンズタイムBrian'
2021102774,ディスクリートキャット,タニノギムレット
2021100573,オルフェーヴル,Charm Spirit
2022103738,サートゥルナーリア,Galileo
2022101206,ゴールドシップ,アドマイヤコジーン
2022103025,ディーマジェスティ,ロックオブジブラルタル
2022102392,ダイワメジャー,Selkirk
2021100361,オルフェーヴル,アグネスタキオン
2019103507,エスポワールシチー,アルカセット
2022105955,ハービンジャー,ステイゴールド
2017106236,ゴールドシップ,フレンチデピュティ
2019104116,コパノリッキー,クロフネ
2019102676,ワールドエース,Fusaichi Pegasus
2020100656,サトノアラジン,フレンチデピュティ
2022103259,ロジャーバローズ,フレンチデピュティ
2022102336,コパノリッキー,ジャングルポケット
2022104044,レイデオロ,タイキシャトル
2022104386,シニスターミニスター,クロフネ
2023105327,アドマイヤマーズ,Australia
2023106148,コントレイル,ステイゴールド
2023106839,ロードカナロア,ハーツクライ
2023107154,アルアイン,キングカメハメハ
2023106376,ハービンジャー,キズナ
2023103715,キズナ,シンボリクリスエス
2023107296,ロードカナロア,Creative Cause
2023101798,サトノジェネシス,ティンバーカントリー
2023103560,ブラックタイド,Frankel
2023106603,ウインブライト,ブラックホーク
2023102911,シュヴァルグラン,アフリート
2022103852,ディーマジェスティ,ストリートセンス
2022103578,ダノンバラード,エンパイアメーカー
2022104690,American Pharoah,Frankel
2022100115,オーヴァルエース,シンボリクリスエス
2022103719,モーリス,エンパイアメーカー
2022101639,ヘニーヒューズ,パイロ
2022104522,シュヴァルグラン,サッカーボーイ
2022102813,ニューイヤーズデイ,アグネスデジタル
2019104385,ジャスタウェイ,Lizard Island
2019102238,フリオーソ,スペシャルウィーク
2020100484,コパノリッキー,コロナドズクエストCoronado'
2019103529,マジェスティックウォリアー,フジキセキ
2020102751,ドレフォン,ハーツクライ
2019103605,ドレフォン,コロナドズクエストCoronado'
2020110062,War Front,Galileo
2021101703,パイロ,ディープスカイ
2018103105,ロードカナロア,サクラバクシンオー
2019105400,ドゥラメンテ,Proud Citizen
2022104615,ブラックタイド,キングカメハメハ
2021106563,シュヴァルグラン,クロフネ
2018105462,ディープインパクト,Galileo
2016102767,ドリームジャーニー,メイショウオウドウ
2020106475,ゴールドシップ,アグネスデジタル
2022102399,アドマイヤマーズ,Freud
2021104874,ドレフォン,ワークフォース
2020101956,マクフィ,ヨハネスブルグ
2022100547,フォーウィールドライブ,タヤスツヨシ
2022101636,ニューイヤーズデイ,パイロ
2021102347,ダノンシャーク,フレンチデピュティ
2021103010,コパノリッキー,オウケンブルースリ
2021101120,ダイワメジャー,サウスヴィグラス
2022104773,モーリス,ハービンジャー
2021105763,アルアイン,ナリタトップロード
2022103063,ハービンジャー,ハーツクライ
2022107351,サンダースノー,Giant's Causeway
2022104980,ドゥラメンテ,Dylan Thomas
2022104853,ロードカナロア,ディープインパクト
2022103120,ビッグアーサー,オペラハウス
2022106575,リオンディーズ,ゼンノロブロイ
2022106701,マクフィ,ディープインパクト
2022104805,ルーラーシップ,ゼンノロブロイ
2022105520,エピファネイア,Sir Prancealot
2022103788,レイデオロ,ローエングリン
2022105797,アドマイヤマーズ,Smart Strike
2022104134,ブリックスアンドモルタル,ゼンノロブロイ
2022100807,ビッグアーサー,ハーツクライ
2022105135,ブリックスアンドモルタル,ハーツクライ
2022104875,モーリス,キングカメハメハ
2022100960,フィエールマン,サクラバクシンオー
2022105001,レイデオロ,フジキセキ
2022103559,ノヴェリスト,ジャングルポケット
2022100053,ブラックタイド,チチカステナンゴ
2023104842,レイデオロ,エンパイアメーカー
2023107051,キズナ,ディスクリートキャット
2023100021,ダノンプレミアム,Duke of Marmalade
2023105432,ヤマカツエース,ワールドエース
2023103802,ロードカナロア,ゴールドアリュール
2023105179,マインドユアビスケッツ,ロードカナロア
2023106604,ファインニードル,メイショウボーラー
2023105797,ダノンプレミアム,Holy Roman Emperor
2023106591,ヴァンゴッホ,ブラックタイド
2023105547,リアルインパクト,ゼンノロブロイ
2022101984,サンダースノー,Tiznow
2022105196,ロードカナロア,ファルブラヴ
2022104402,サトノアラジン,アドマイヤムーン
2021105580,リアルスティール,ディスクリートキャット
2022105030,サトノアラジン,Elusive City
2022106691,ドレフォン,Candy Ride
2022100621,リオンディーズ,ダイワメジャー
2022102446,モーニン,ハービンジャー
2020103574,リアルインパクト,Mr. Greeley
2021102933,イスラボニータ,Motivator
2022106631,シニスターミニスター,マンハッタンカフェ
2020101567,ロードカナロア,Star Dabbler
2022104862,モズアスコット,ダイワメジャー
2021106673,ドレフォン,フジキセキ
2021110161,Kantharos,Lemon Drop Kid
2020106101,ドレフォン,スパイキュール
2021106939,マツリダゴッホ,キングヘイロー
2019109138,ケイムホーム,クロフネ
2021105974,ロードカナロア,Tapit
2020102861,ハービンジャー,ディープインパクト
2021104200,ロジャーバローズ,Frankel
2021105591,エピファネイア,ゼンノロブロイ
2022105807,ブリックスアンドモルタル,ディープインパクト
2019105526,ジャスタウェイ,アドマイヤムーン
2021105485,ミッキーアイル,サクラバクシンオー
2021100879,ハクサンムーン,デュランダル
2021110021,Invincible Spirit,Dubawi
2022104588,モーリス,Galileo
2020104753,デクラレーションオブウォー,フジキセキ
2020103634,カレンブラックヒル,Blame
2022105232,ドゥラメンテ,Northern Afleet
2019105746,ロージズインメイ,ゴールドアリュール
2021103717,ロードカナロア,マンハッタンカフェ
2020101275,アイファーソング,ハーツクライ
2019105604,アジアエクスプレス,サンデーサイレンス
2020105545,コパノリッキー,キングカメハメハ
2022104815,シスキン,キングカメハメハ
2022102920,モーリス,Medaglia d'Oro
2022104750,サートゥルナーリア,ディープインパクト
2022104844,ドゥラメンテ,Galileo
2020103540,エピファネイア,アグネスタキオン
2019105187,ハービンジャー,ハーツクライ
2021103689,タニノギムレット,オペラハウス
2022106304,マインドユアビスケッツ,ネオユニヴァース
2022105174,ミスターメロディ,ゼンノロブロイ
2022105728,フォーウィールドライブ,シンボリクリスエス
2022103273,イスラボニータ,フレンチデピュティ
2022105842,ニューイヤーズデイ,ワイルドラッシュ
2022104652,Wootton Bassett,No Nay Never
2022101758,リオンディーズ,クロフネ
2022103964,アメリカンペイトリオット,シニスターミニスター
2022103339,アメリカンペイトリオット,マンハッタンカフェ
2023106426,ダノンバラード,New Approach
2023104576,シルバーステート,シンボリクリスエス
2023100067,イスラボニータ,Galileo
2023102731,ショウナンバッハ,キンシャサノキセキ
2023105778,タリスマニック,ディープインパクト
2023100872,サトノジェネシス,スクリーンヒーロー
2023105444,ロジャーバローズ,ルーラーシップ
2023107035,アルアイン,Lope de Vega
2023104563,ゴールドシップ,アフリート
2023106452,ゴールドシップ,Giacomo
2023105345,リオンディーズ,ダイワメジャー
2023104373,キズナ,ノヴェリスト
2023103437,コントレイル,Lope de Vega
2023105447,オルフェーヴル,シンボリクリスエス
2023101443,リオンディーズ,ハーツクライ
2023107372,St Mark's Basilica,Cape Cross
2023106493,ヴァンセンヌ,アイルハヴアナザーI'
2023103942,インディチャンプ,クロフネ
2023107078,キズナ,チチカステナンゴ
2023101675,ミスターメロディ,サクラバクシンオー
2023100583,ダノンキングリー,クロフネ
2023102715,ロゴタイプ,ダイワメジャー
2023100121,フィレンツェファイア,ヴィクトワールピサ
2022105738,マインドユアビスケッツ,サンデーサイレンス
2022104699,リアルインパクト,クロフネ
2022106654,トランセンド,キングカメハメハ
2021105255,ロードカナロア,マンハッタンカフェ
2020103486,ドゥラメンテ,Tapit
2020103373,ディープインパクト,Ghostzapper
2021105837,ロードカナロア,ディープインパクト
2020103517,レッドファルクス,Grand Slam
2020110081,Lea,Tapit
2021103559,ロジャーバローズ,Red Ransom
2020105198,エイシンヒカリ,Pulpit
2020110133,Bolt d'Oro,Giant's Causeway
2020103428,ディープインパクト,エンドスウィープ
2018105454,ディープインパクト,Closing Argument
2020102853,イスラボニータ,Pleasantly Perfect
2021104830,リアルインパクト,Songandaprayer
2021100494,モーリス,ハーツクライ
2021101382,ブリックスアンドモルタル,シンボリクリスエス
2023103604,ポエティックフレア,ステイゴールド
2023107265,サートゥルナーリア,ハーツクライ
2023107020,ドレフォン,ハービンジャー
2023100724,グレーターロンドン,ジャングルポケット
2020103710,リアルスティール,Diesis
2021104382,ファインニードル,Soave
2020106654,ハービンジャー,サンデーサイレンス
2023103701,ルヴァンスレーヴ,ダイワメジャー
2023102674,サトノダイヤモンド,ストリートセンス
2023105224,ルヴァンスレーヴ,ディープブリランテ
2023106258,アジアエクスプレス,リーチザクラウン
2022107387,サンダースノー,パイロ
2022103952,オルフェーヴル,ファルブラヴ
2023104523,モーリス,ダイワメジャー
2023103629,ダノンスマッシュ,ゼンノロブロイ
2023103557,モーリス,ディープインパクト
2023101566,ミスターメロディ,サクラプレジデント
2023105751,ベストウォーリア,サマーバード
2023104540,イスラボニータ,Tale of the Cat
2023100895,シュヴァルグラン,サクラバクシンオー
2023106986,エピファネイア,ディープインパクト
2023100776,アルアイン,キングカメハメハ
2023110022,Volatile,Uncle Mo
